movies,one-line,votes,gross,director,stars_only,action,adventure,animation,biography,comedy,crime,documentary,drama,family,fantasy,film noir,game show,history,horror,music,musical,mystery,news,reality tv,romance,sci fi,short,sport,talk show,thriller,unspecified,war,western,movie_duration,content_Court,content_Moyen,content_Standard,content_Long,content_Träs long,content_Movie,content_TV Movie,content_TV Short,content_TV Special,content_Unknown,content_Video,content_Video Game,rating
5.615037630290745,6.621355200547514,-0.1765268809481,-0.10334709505070018,2353,4291,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FAUX,FAUX,VRAI,FAUX,FAUX,FAUX,FAUX,FAUX,VRAI,FAUX,FAUX,FAUX,7.2
3.133850570534743,6.660320160403023,-0.05981452882437329,-0.10334709505070018,3084,5137,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,FAUX,FAUX,FAUX,VRAI,FAUX,VRAI,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,6.2
7.328656236952366,7.199638649777242,-0.20896076694790885,-0.10334709505070018,2315,5381,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,VRAI,FAUX,FAUX,FAUX,FAUX,VRAI,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,7.8
1.1579275078712978,6.179990122382713,-0.081890102494951,-0.10334709505070018,26,3816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,FAUX,FAUX,FAUX,VRAI,FAUX,VRAI,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,5.1
5.585704095036734,7.096990616285924,-0.2104223438894857,-0.10334709505070018,107,593,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FAUX,VRAI,FAUX,FAUX,FAUX,VRAI,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,8.0
1.9913692271092551,6.9978296984938755,-0.1286141292423843,-0.10334709505070018,249,5792,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,FAUX,FAUX,FAUX,VRAI,FAUX,VRAI,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,5.6
7.405611418200852,6.79017030160205,-0.20442450788806082,-0.10334709505070018,1930,5392,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,FAUX,FAUX,FAUX,VRAI,FAUX,VRAI,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,5.3
9.596096096096097,7.317949046461207,-0.20903822788915688,-0.10334709505070018,1165,4681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,FAUX,VRAI,FAUX,FAUX,FAUX,VRAI,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,7.7
8.72842842842843,6.96354144355869,-0.21129895068969395,-0.10334709505070018,1835,4259,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,FAUX,VRAI,FAUX,FAUX,FAUX,VRAI,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,8.1
9.468886360819694,6.962608471685365,-0.19878039042005333,-0.10334709505070018,3687,2972,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,VRAI,FAUX,FAUX,FAUX,FAUX,VRAI,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,8.1
7.107323766223557,7.404228763431552,-0.19887266482007523,-0.10334709505070018,3482,4855,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,FAUX,VRAI,FAUX,FAUX,FAUX,VRAI,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,7.7
9.22290501851492,6.737528162300291,-0.21062227175619985,-0.10334709505070018,2315,4594,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FAUX,FAUX,VRAI,FAUX,FAUX,VRAI,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,7.9
6.667927022364131,7.209778669878305,-0.08878930559392334,-0.10334709505070018,3299,2753,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FAUX,FAUX,FAUX,VRAI,FAUX,VRAI,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,6.4
7.539239239239238,6.495419402389448,-0.21151425762307843,-0.10334709505070018,2315,4271,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,FAUX,FAUX,FAUX,VRAI,FAUX,VRAI,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,7.6
